Demographic variable,Response,Count,ees,mw_p,op_p,lm_p,mt_p,ld_p,if_p,rw_p,pb_p,lc_p,HSE_index,PERMA_index,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59,B60,C01_1,C01_2,C01_3,C01_4,D01,D02,D03,E01 [4],E02_01,E02_02,E02_03,E02_04,E02_05,E02_06,E02_07,E02_08,E02_09,E02_10,E02_11,E02_12,E02_13,E02_14,E02_15,E02_16,E02_17,E02_18,E02_19,E02_20,E03 [4],E03A_01,E03A_02,E03A_03,E03A_04,E03A_05,E03A_06,E03A_07,E03A_08,E03A_09,E03A_10,E03A_11,E03A_12,E03A_13,E03A_14,E03A_15,E03A_16,E03A_17,E04_01,E04_02,E04_03,E04_04,E04_05,E04_06,E04_07,E04_08,E04_09,E04_10,E04_11,E04_12,E05,E06_A,E06_B,E06_C,E06_D,W01,W02,W03,W04,J04B,W05,W07,W08
H09_8,Not applicable,13526,63.336,74.292,81.841,72.149,81.835,56.785,78.59,71.887,38.042,52.948,28.597,71.272,87.715,80.19,76.076,54.769,72.684,80.383,83.306,74.43,85.888,83.202,67.439,78.476,82.442,70.015,67.208,71.185,41.117,86.854,83.374,75.257,63.365,52.777,59.115,51.865,82.06,86.317,70.086,75.925,67.631,74.661,86.494,71.159,62.356,69,37.599,43.546,32.971,70.225,64.275,53.32,56.331,39.112,38.212,65.185,38.728,51.096,64.462,63.5,52.052,55.117,52.235,49.193,35.39,88.406,69.397,70.223,69.685,76.953,60.287,69.949,7.963,13.139,32.149,46.749,90.485,64.368,69.136,13.519,18.177,9.226,21.252,9.336,19.879,2.691,25.92,4.174,2.856,21.746,8.567,1.812,2.416,5.546,20.319,8.182,15.211,15.541,16.2,4.887,12.347,15.117,10.258,29.574,36.473,1.2,39.712,46.971,26.455,39.352,37.792,27.774,4.739,4.139,11.278,17.936,16.437,1.98,45.138,12.785,31.873,28.752,4.382,2.701,1.441,1.921,2.941,1.801,2.701,6.423,43.983,15.554,43.013,65.982,37.945,52.707,58.022,49.978,36.792,58.699,63.916,10.61,75.721
J1A,Male,8299,63.785,75.899,81.837,73.957,83.006,57.574,80.822,72.181,36.391,54.35,27.323,71.503,87.833,81.386,76.954,58.83,74.491,80.123,83.552,76.109,87.322,84.772,69.23,80.432,83.842,71.725,68.963,72.804,44.283,87.939,84.653,76.441,63.81,53.676,59.78,52.999,83.846,88.091,72.951,78.459,69.062,74.686,86.586,71.604,61.916,69.199,36.536,41.278,31.365,70.054,65.025,52.923,56.913,39.969,39.971,67.194,42.294,54.884,65.533,64.536,52.855,56.112,53.432,50.284,36.69,88.748,71.11,70.595,73.007,79.294,60.48,70.61,8.258,13.831,33.466,44.444,91.902,66.695,70.743,11.427,19.767,9.091,20.19,11.945,11.839,0.74,27.167,6.871,2.748,20.719,10.571,0.846,3.171,4.863,27.696,9.408,16.702,15.011,16.913,4.968,10.4,16.57,7.3,31.402,40.904,2.086,41.947,49.942,29.664,40.44,39.397,26.535,4.983,4.287,9.849,15.064,16.338,1.854,44.535,13.023,34.419,32.326,4.884,3.14,1.512,2.326,3.14,1.86,3.605,5,40.023,12.043,41.608,66.628,37.681,52.576,57.458,50.176,37.849,61.917,65.889,10.588,76.812
J1A,Female,7118,65.125,74.531,83.879,72.467,82.652,60.883,79.332,72.958,42.403,55.072,28.466,71.947,89.21,80.082,76.806,53.018,73.471,82.818,84.952,75.411,86.179,84.553,67.839,79.424,82.705,69.457,67.853,72.229,38.958,87.405,83.95,76.578,66.531,56.62,63.854,56.49,83.483,87.032,70.519,76.258,68.836,75.664,87.086,73.529,63.209,69.408,41.313,48.988,36.899,74.192,67.248,57.435,60.219,41.392,40.318,66.15,37.845,50.682,67.735,67.023,52.83,57.961,55.026,52.251,35.581,89.612,70.966,73.057,68.144,77.067,63.562,73.045,6.086,13.342,32.713,47.859,89.796,60.571,69.976,14.225,18.632,8.523,22.2,8.028,28.642,2.676,25.471,2.379,2.279,20.912,5.055,2.379,1.883,6.838,13.28,7.433,12.19,13.38,13.974,4.063,13.384,15.684,15.158,30,35.263,1.684,40.526,44.526,26.632,36.211,37.053,29.368,4.316,2.526,12,19.263,14.737,1.579,47.529,13.46,28.917,24.29,4.522,3.68,1.893,2.208,2.629,1.367,2.313,5.468,49.208,19.251,48.83,64.187,35.484,53.355,59.655,49.873,34.233,55.624,63.127,10.664,77.313
J1A,Other,221,55.708,67.873,71.041,67.607,75.716,53.507,71.154,66.893,32.428,46.807,32.401,64.815,84.163,71.946,70.136,43.182,69.683,69.683,72.398,68.778,85.068,78.733,55.204,73.756,78.281,66.063,62.727,72.398,35.294,80.995,76.364,69.683,57.014,52.941,52.941,51.131,76.018,80.995,64.706,62.896,61.538,67.873,84.615,64.706,58.824,63.801,32.127,38.009,27.149,71.493,57.919,44.796,50.226,29.412,33.484,55.909,34.091,43.891,51.584,58.182,39.091,42.986,42.081,41.176,29.545,83.71,68.778,62.896,57.466,61.086,59.729,66.364,11.765,18.552,38.462,31.222,91.705,55.556,60.369,25.339,10.714,5.357,37.5,5.357,30.357,33.929,33.929,5.357,1.786,25,14.286,3.571,3.571,8.929,23.214,8.929,14.286,12.5,12.5,0,20.362,22.222,2.222,20,33.333,0,51.111,51.111,40,44.444,55.556,28.889,4.444,6.667,17.778,28.889,24.444,2.222,48.889,17.778,35.556,33.333,0,2.222,0,0,0,2.222,6.667,2.222,31.111,13.953,35.556,71.111,42.857,36.574,35.648,33.333,24.074,38.356,46.119,22.374,70.776
J1B,Cisgender,15161,64.286,75.213,82.789,73.133,82.775,59.011,80.025,72.46,38.992,54.539,27.929,71.702,88.453,80.809,76.815,56.039,73.928,81.403,84.183,75.586,86.639,84.508,68.525,79.859,83.227,70.573,68.342,72.357,41.651,87.649,84.326,76.346,65.006,54.939,61.59,54.473,83.595,87.512,71.629,77.382,68.776,75.074,86.74,72.473,62.5,69.177,38.526,44.671,33.775,71.957,65.997,54.922,58.274,40.399,39.949,66.684,40.034,52.637,66.398,65.5,52.683,56.741,53.985,50.981,35.959,89.183,70.873,71.628,70.798,78.308,61.863,71.532,7.29,13.701,33.144,45.865,90.872,63.826,70.397,12.596,19.695,9.086,21.639,10.294,20.536,0.368,26.838,4.674,2.626,21.639,7.931,1.733,2.574,5.83,20.168,8.613,15.074,14.758,15.599,4.412,11.805,15.893,11.024,30.61,38.724,1.847,41.13,47.454,27.924,38.668,38.388,28.148,4.757,3.47,11.136,17.515,15.613,1.623,45.882,12.997,31.653,28.403,4.762,3.473,1.569,2.297,2.857,1.513,2.801,5.546,44.868,15.774,45.372,65.445,35.92,52.905,58.539,50.153,36.215,59.047,64.586,10.46,76.944
J1B,Trans-Other,467,58.536,67.505,73.662,67.349,76.445,52.07,70.931,66.781,34.618,47.46,32.622,66.083,82.869,72.103,69.247,45.376,67.811,71.734,75.589,69.892,81.799,78.664,59.013,71.306,76.874,66.167,62.151,67.811,39.655,81.156,78.112,70.021,56.223,51.178,51.606,49.356,74.304,80.086,64.026,65.591,63.383,67.88,83.512,64.24,58.584,63.169,35.118,38.544,30.043,66.738,58.065,46.121,50.215,34.194,34.549,55.269,35.484,46.983,53.978,58.531,44.06,49.032,46.237,42.581,31.749,83.262,66.738,63.871,57.725,63.09,57.511,64.795,11.853,14.655,34.698,38.793,89.207,57.08,58.186,26.338,12.195,6.504,26.016,8.13,28.455,39.024,25.203,5.691,1.626,21.138,12.195,3.252,1.626,8.943,21.951,5.691,13.008,9.756,10.569,2.439,20.386,18.947,11.579,21.053,31.579,3.158,42.105,49.474,33.684,42.105,44.211,26.316,3.158,7.368,14.737,24.211,22.105,4.211,42.105,16.842,38.947,26.316,1.053,2.105,1.053,1.053,5.263,4.211,6.316,5.263,35.789,16.304,34.043,63.83,52.941,41.83,43.355,38.512,28.384,44.276,53.996,19.523,69.481
Z15,16-34,7477,64.071,72.014,80.494,73.74,81.737,61.429,79.873,72.157,40.496,55.057,28.123,69.751,86.196,76.623,72.978,51.727,72.485,79.042,81.951,76.936,87.026,85.148,66.952,81.191,83.971,70.68,70.39,75.308,39.778,87.077,83.677,74.441,65.347,56.909,65.599,57.766,84.91,87.502,70.604,76.452,68.348,73.301,86.171,73.638,63.219,68.268,40.019,46.261,35.224,73.505,67.425,54.223,59.904,40.964,42.155,65.569,38.688,53.005,67.706,69.783,46.919,56.822,54.424,49.772,30.898,89.43,71.509,74.213,68.956,76.492,59.489,73.082,7.814,16.807,39.753,35.625,88.67,53.096,69.944,11.965,23.206,6.278,20.964,10.538,24.776,4.484,29.933,4.933,1.906,23.543,6.726,2.578,2.354,5.157,20.179,9.529,11.883,11.883,13.004,3.812,11.533,19.954,15.545,30.394,37.703,1.392,42.691,46.52,28.074,35.963,34.455,30.626,5.452,2.204,12.529,20.882,14.733,0.812,48.837,15.233,28.488,26.395,2.674,4.651,2.326,2.907,3.837,1.628,2.209,5.581,44.755,18.986,51.579,60.187,34.375,49.161,52.992,45.846,30.638,53.346,64.771,12.891,77.429
Z15,35-44,3854,65.244,77.876,83.355,73.373,83.619,59.174,80.285,71.277,39.147,55.414,27.866,72.785,90.472,83.108,79.693,59.844,76.22,81.915,84.795,76.382,86.552,85.554,70.345,79.424,83.017,70.578,68.031,70.816,42.991,86.975,84.735,79.139,63.655,54.881,61.671,56.461,81.771,87.676,73.668,78.032,67.593,74.857,87.679,70.486,59.183,67.791,38.567,45.067,33.818,72.819,65.8,55.521,58.171,40.66,40.306,67.421,42.779,55.103,68.077,64.772,58.153,58.297,54.361,53.247,40.182,88.707,72.597,72.016,71.158,78.291,63.202,71.001,7.018,11.775,31.635,49.571,92.246,69.997,70.339,14.768,7.381,10.369,23.55,8.612,19.332,1.23,25.483,4.042,3.691,23.374,7.557,1.933,3.163,5.624,19.156,7.557,17.223,15.993,17.75,4.921,12.584,16.322,7.645,30.785,38.223,1.033,41.736,46.488,29.339,41.529,41.529,30.579,3.512,3.926,13.636,18.595,19.215,2.893,42.975,13.43,35.537,29.132,6.405,3.099,1.033,1.86,1.86,1.446,2.893,4.959,45.155,12.185,38.75,71.429,42.009,53.933,60.486,50.824,37.908,60.703,63.523,9.65,77.674
Z15,45-54,2948,64.142,78.35,85.608,72.515,84.086,56.099,79.305,73.144,37.122,53.692,27.593,73.582,90.635,84.762,80.545,60.714,75.093,84.177,87.058,74.058,86.356,83.305,69.772,78.525,82.155,71.545,66.087,69.244,43.937,89.116,85.17,77.963,65.727,52.675,56.54,49.49,82.207,86.753,71.02,77.325,70.672,77.532,86.263,71.205,62.742,70.36,37.148,42.275,31.885,69.677,64.174,55.918,56.726,39.912,37.364,66.962,40.972,51.563,63.701,61.481,58.211,55.778,53.415,51.359,41.853,88.862,69.986,67.54,72.065,79.66,64.274,69.352,6.644,10.017,22.555,60.784,93.322,75.753,70.48,13.32,13.52,13.52,21.684,10.714,15.561,2.296,23.214,4.337,3.061,20.153,11.99,0.255,3.571,8.418,23.469,7.653,18.112,18.112,17.602,4.337,12.636,10.215,6.72,33.065,34.677,1.882,41.667,48.118,29.57,40.323,43.011,25.269,5.108,7.258,8.065,14.247,15.86,1.882,46.361,10.243,32.345,32.615,7.008,1.887,1.078,1.348,2.426,1.617,3.235,4.313,41.779,13.573,40.108,71.274,38.312,57.211,63.82,55.01,41.575,64.432,64.398,8.45,75.85
Z15,55,1553,61.004,75.083,83.226,69.433,81.885,50.392,78.064,73.194,33.247,48.949,29.139,72.639,87.685,83.894,78.447,54.323,71.088,81.777,84.675,69.697,84.7,79.987,66.043,75.064,80.747,66.624,61.578,67.032,42.755,88.144,83.054,74.404,62.693,48.356,49.419,41.032,80.541,86,70.387,75.402,67.719,76.839,86.628,70.478,65.352,72.165,32.711,38.466,28.544,64.24,58.941,50.291,49.935,35.977,32.15,65.653,36.768,46.998,56.516,52.163,53.97,51.648,49.484,47.705,37.257,86.968,64.369,63.372,71.115,78.429,62.516,68.677,8.761,10.902,24.659,55.678,92.689,75.261,68.203,14.313,39.091,9.091,23.182,11.818,17.727,2.273,23.182,6.364,2.273,10.909,11.364,0.909,1.364,6.364,18.182,8.636,11.818,16.364,16.818,5.455,12.814,11.616,8.586,24.242,44.444,5.051,35.859,53.03,24.242,38.384,38.889,21.212,4.04,4.04,6.061,9.091,14.646,2.525,40.201,10.05,35.176,30.653,4.02,2.01,0.503,2.01,2.513,3.015,5.528,8.543,42.424,14.286,40.306,64.467,38.095,55.023,63.554,54.156,44.509,65.74,61.942,8.409,73.514
Z06,Ethnic Minority,1608,63.396,72.348,79.683,70.233,78.822,57.166,72.978,69.865,34.35,52.861,30.59,69.864,85.109,76.966,73.483,56.34,69.652,77.349,82.016,72.461,80.637,79.063,65.752,75.482,79.551,68.957,68.461,67.603,44.077,83.686,80.573,72.167,62.469,56.652,55.549,53.894,74.626,81.199,68.457,67.706,66.895,72.336,84.279,69.913,61.25,64.317,34.642,38.131,30.175,68.555,60.935,52.369,55.688,43.587,40.81,64.585,40.898,48.13,65.421,64.446,51.718,56.102,53.832,48.132,36.012,84.433,64.237,65.31,63.693,69.015,59.301,66.919,11.063,14.938,31.063,42.938,84.14,55.944,59.719,19.738,23.028,10.726,19.243,40.694,21.767,2.839,31.23,11.672,1.893,19.558,10.726,1.262,7.571,5.678,12.934,14.196,9.464,11.987,14.511,7.571,16.553,19.925,13.534,36.466,42.857,6.015,43.233,46.992,33.835,42.857,40.602,30.827,4.887,2.256,12.406,16.541,15.414,3.759,46.992,17.669,38.722,31.955,1.504,3.008,3.759,4.135,1.504,2.632,1.88,6.767,43.233,14.34,36.364,67.547,36.522,50.753,55.563,51.006,32.432,63.164,67.459,12.986,70.044
Z06,White,14090,64.138,75.181,82.699,73.211,83.075,58.936,80.457,72.467,39.34,54.445,27.793,71.663,88.55,80.869,76.811,55.438,74.21,81.403,84.004,75.754,87.255,84.923,68.369,80.133,83.419,70.431,67.913,72.734,41.124,87.993,84.572,76.66,65.015,54.471,61.999,54.238,84.298,87.939,71.686,77.909,68.69,75.05,86.902,72.296,62.443,69.431,38.8,45.247,33.989,72.064,66.162,54.695,58.288,39.832,39.683,66.446,39.763,53.115,66.039,65.428,52.46,56.436,53.698,51.006,35.735,89.326,71.554,72.088,71.105,78.766,62.06,72.035,7.017,13.6,33.435,45.947,91.709,64.527,71.187,12.358,18.318,8.871,22.465,4.378,20.737,2.995,25.922,3.341,2.823,21.947,8.065,1.901,1.671,5.933,21.313,7.2,15.265,15.035,15.495,3.571,11.558,15.437,10.824,29.397,37.331,0.8,40.959,47.909,27.491,37.454,38.499,28.167,4.613,3.936,11.439,17.897,15.806,1.353,46.338,12.738,30.708,28.062,5.046,3.569,1.231,2.031,3.262,1.6,3.077,4.985,44.698,16.06,46.311,65.489,36.878,52.762,58.257,49.521,36.254,57.849,63.71,10.584,77.561
J03,White,14090,64.138,75.181,82.699,73.211,83.075,58.936,80.457,72.467,39.34,54.445,27.793,71.663,88.55,80.869,76.811,55.438,74.21,81.403,84.004,75.754,87.255,84.923,68.369,80.133,83.419,70.431,67.913,72.734,41.124,87.993,84.572,76.66,65.015,54.471,61.999,54.238,84.298,87.939,71.686,77.909,68.69,75.05,86.902,72.296,62.443,69.431,38.8,45.247,33.989,72.064,66.162,54.695,58.288,39.832,39.683,66.446,39.763,53.115,66.039,65.428,52.46,56.436,53.698,51.006,35.735,89.326,71.554,72.088,71.105,78.766,62.06,72.035,7.017,13.6,33.435,45.947,91.709,64.527,71.187,12.358,18.318,8.871,22.465,4.378,20.737,2.995,25.922,3.341,2.823,21.947,8.065,1.901,1.671,5.933,21.313,7.2,15.265,15.035,15.495,3.571,11.558,15.437,10.824,29.397,37.331,0.8,40.959,47.909,27.491,37.454,38.499,28.167,4.613,3.936,11.439,17.897,15.806,1.353,46.338,12.738,30.708,28.062,5.046,3.569,1.231,2.031,3.262,1.6,3.077,4.985,44.698,16.06,46.311,65.489,36.878,52.762,58.257,49.521,36.254,57.849,63.71,10.584,77.561
J03,Mixed,603,62.508,71.078,79.651,69.542,79.291,56.434,74.834,68.383,36.047,50.861,30.064,69.094,85.714,74.709,71.048,52.5,71.476,77.575,81.728,72.213,83.887,81.833,62.5,75.914,81.063,68.114,65.833,66.223,37.438,85.05,81.697,71.096,60.667,54.774,57.5,52.579,78.239,83.667,67.221,70.383,62.126,69.934,84.193,67.72,62,64.393,35.714,41.694,30.616,69.435,60.033,50.25,53.333,40.698,37.043,61.436,36.772,48.419,61.526,61.857,48.419,53.488,50.166,45.847,31.728,83.527,64.667,62.479,65.947,71.096,60,68.333,10.017,16.528,33.222,40.234,88.047,54.79,62.458,17.11,28.155,9.709,19.417,33.01,22.33,0.971,25.243,6.796,2.913,27.184,10.68,2.913,5.825,6.796,12.621,13.592,6.796,14.563,15.534,7.767,14.594,12.5,9.091,40.909,34.091,1.136,40.909,51.136,28.409,35.227,34.091,31.818,3.409,0,11.364,19.318,20.455,4.545,53.409,17.045,35.227,28.409,1.136,2.273,5.682,5.682,3.409,2.273,2.273,5.682,38.636,14.943,40.23,68.966,29.412,49.167,53.01,46.644,29.481,57.095,62.27,12.773,70.5
J03,Asian,497,66.108,75.604,81.992,73.403,80.684,60.144,73.944,72.482,36.15,56.922,29.751,70.883,86.061,80.808,76.923,63.306,70.624,79.879,84.105,74.194,80.606,81.087,69.96,77.062,79.678,72.984,72.874,72.525,53.226,85.513,81.891,74.648,65.392,61.29,55.936,58.065,75.05,82.02,71.255,67.742,70.825,74.395,86.492,73.535,62.424,66.935,38.632,37.626,32.056,72.032,63.179,54.93,60.041,48.29,45.674,68.209,47.984,52.113,70.565,71.026,57.778,61.492,57.576,51.71,41.129,86.72,67.002,71.111,62.5,69.697,63.03,69.184,10.303,15.556,32.121,42.02,86.335,59.053,60.248,21.127,15.238,11.429,19.048,46.667,22.857,3.81,31.429,13.333,0.952,16.19,9.524,0.952,16.19,4.762,12.381,10.476,8.571,7.619,16.19,6.667,18.511,27.174,11.957,32.609,45.652,6.522,43.478,44.565,29.348,36.957,35.87,33.696,8.696,4.348,10.87,13.043,15.217,4.348,42.391,18.478,42.391,28.261,2.174,3.261,2.174,1.087,1.087,2.174,1.087,6.522,48.913,16.304,38.043,58.696,35.556,51.318,55.488,53.644,29.817,65.726,70.161,13.535,73.589
J03,Black,314,62.127,70.732,78.822,69.091,77.813,56.21,69.268,71.072,31.31,52.994,31.535,70.44,85.987,74.76,73.397,53.376,65.605,76.115,81.529,72.611,76.527,74.194,68.371,73.248,77.492,67.308,68.81,66.026,45.367,82.109,80.255,70.927,61.342,55.732,54.313,53.185,69.872,76.358,66.667,63.578,70.74,76.038,81.731,70.288,61.093,66.134,29.808,34.936,29.073,65.495,62.058,54.808,55.272,43.77,42.308,66.559,41.534,44.551,64.744,62.179,49.038,55.414,55.732,49.521,35.783,83.121,60.51,65.385,60.45,65.287,54.313,62.951,11.218,12.5,27.564,48.718,72.964,53.595,55.116,21.019,24.242,9.091,18.182,46.97,19.697,0,37.879,15.152,1.515,9.091,9.091,0,1.515,1.515,7.576,19.697,13.636,13.636,9.091,9.091,15.605,20.408,18.367,32.653,53.061,14.286,44.898,42.857,40.816,61.224,46.939,24.49,0,2.041,14.286,10.204,10.204,2.041,46.939,18.367,42.857,42.857,2.041,4.082,4.082,4.082,0,4.082,0,8.163,34.694,12.245,33.333,69.388,41.176,54.662,58.521,53.548,40.836,69.649,74.038,11.821,66.667
J03,Other ethnic group,194,61.269,70.567,75.258,66.105,74.227,53.351,70.747,65.808,29.381,48.454,32.861,68.723,79.381,77.72,72.396,55.155,68.041,72.165,78.351,68.557,77.202,73.057,60.825,73.711,77.835,63.918,64.767,61.856,39.175,77.32,74.227,71.134,62.371,52.062,50.515,48.454,69.948,79.275,68.041,65.979,65.464,68.557,82.99,66.839,56.186,54.404,28.866,33.505,25.773,61.856,56.186,48.454,52.577,40.206,37.629,61.856,34.536,42.784,65.464,59.278,50.777,51.546,52.577,43.814,36.598,83.505,61.856,59.067,64.948,66.839,55.67,63.021,15.979,12.371,27.32,44.33,84.409,55.376,57.065,22.28,27.907,13.953,20.93,34.884,20.93,9.302,34.884,13.953,2.326,25.581,16.279,0,0,11.628,23.256,16.279,11.628,13.953,16.279,6.977,19.171,18.919,21.622,40.541,43.243,5.405,45.946,48.649,48.649,51.351,59.459,29.73,5.405,2.703,16.216,27.027,10.811,2.703,43.243,16.216,32.432,35.135,0,2.703,2.703,8.108,0,2.703,5.405,8.108,51.351,10.811,27.027,83.784,47.368,47.895,58.947,53.684,34.737,64.921,65.969,14.136,64.921
J03_all,Asian: Any other Asian background,107,68.524,78.879,85.047,73.418,82.866,63.318,74.766,74.579,35.202,59.969,29.911,72.451,88.679,85.714,80.952,69.159,69.159,82.243,87.85,73.832,81.308,81.308,69.811,72.897,76.636,72.642,75.962,74.528,54.717,85.981,83.178,79.439,67.29,68.868,57.009,60.748,75.701,80.374,73.333,70.755,72.897,77.358,88.679,74.766,63.551,70.093,35.514,37.383,32.71,70.093,68.224,57.944,63.208,53.271,53.271,65.421,50.943,57.944,67.29,69.159,65.094,65.421,66.981,48.598,45.794,91.589,76.636,77.358,60.748,70.093,63.208,68.868,9.346,14.019,22.43,54.206,87.5,67.01,57.732,25.234,7.407,7.407,22.222,25.926,18.519,7.407,33.333,0,0,18.519,18.519,3.704,11.111,7.407,11.111,7.407,11.111,7.407,14.815,3.704,24.299,19.231,7.692,34.615,53.846,3.846,42.308,50,19.231,26.923,19.231,34.615,0,0,11.538,7.692,11.538,0,38.462,19.231,38.462,38.462,3.846,3.846,0,0,3.846,3.846,0,0,38.462,19.231,38.462,42.308,40,55.238,61.905,54.286,21.905,68.868,69.811,12.381,72.642
J03_all,Asian: Bangladeshi,51,66.224,73.725,79.412,75.207,79.085,63.725,77.451,77.451,50.98,67.102,28.776,71.6,86.275,74.51,76.471,66.667,64.706,80.392,78.431,78,74.51,80.392,76.471,72.549,80.392,82.353,74.51,72.549,60.784,84.314,78.431,74.51,66.667,58.824,62.745,66.667,70.588,88,72.549,78.431,76.471,72.549,90.196,80.392,70,74.51,52.941,47.059,52.941,82.353,72.549,66.667,70.588,58.824,62.745,76.471,58.824,54.902,68,70.588,56,62.745,66,62.745,50.98,84.314,52.941,62.745,66.667,74,68.627,60,13.725,13.725,17.647,54.902,86.275,58.824,64.706,15.686,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],17.647,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],60,42,58.824,38,74.51,80.392,13.725,76.471
J03_all,Asian: Chinese,58,62.672,74.483,86.207,76.897,82.759,58.19,82.328,70.69,33.908,54.334,28.933,70.862,86.207,82.759,72.414,58.621,72.414,84.483,87.931,79.31,84.483,84.483,68.966,81.034,86.207,75.862,72.414,82.759,53.448,84.483,82.759,81.034,62.069,58.621,56.897,55.172,84.483,89.655,79.31,75.862,65.517,77.586,89.655,67.241,63.793,60.345,36.207,37.931,27.586,82.759,65.517,56.897,52.632,36.207,31.034,63.793,44.828,55.172,72.414,72.414,44.828,58.621,46.552,60.345,39.655,94.828,74.138,77.586,58.621,75.862,53.448,74.138,7.018,21.053,47.368,24.561,82.456,47.368,71.93,15.517,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],15.517,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],60.345,56.897,63.793,37.931,72.414,79.31,10.345,81.034
J03_all,Asian: Indian,194,67.176,75.232,81.443,72.829,80.241,59.493,70.747,72.68,36.598,54.238,28.756,71.12,85.567,79.381,76.804,61.658,72.68,78.866,84.021,73.196,79.793,80.412,70.103,78.351,80.412,71.649,73.196,71.503,50,86.598,80.928,73.196,66.495,59.794,54.639,56.995,72.165,78.866,69.588,62.371,70.103,74.742,87.629,75.258,61.658,66.495,39.691,37.629,32.124,67.526,58.763,50,54.922,45.361,44.845,70.103,47.938,48.454,72.68,73.196,59.278,63.212,55.67,52.577,41.969,86.082,67.01,70.466,64.767,69.43,64.249,70.619,10.881,14.508,36.269,38.342,88.542,58.247,59.686,19.072,5.405,10.811,16.216,45.946,18.919,0,32.432,5.405,2.703,13.514,2.703,0,10.811,0,8.108,10.811,8.108,10.811,16.216,8.108,13.402,15.385,3.846,30.769,46.154,3.846,38.462,50,50,50,42.308,38.462,7.692,0,7.692,19.231,15.385,0,26.923,7.692,53.846,26.923,0,3.846,3.846,0,0,3.846,3.846,0,69.231,19.231,30.769,76.923,22.222,49.741,56.771,50.259,26.943,64.433,67.526,13.402,75.773
J03_all,Asian: Pakistani,87,63.046,74.253,78.161,71.277,78.544,56.897,72.414,67.739,29.119,54.917,32.885,68.059,83.721,80.46,75.581,60.92,70.115,75.862,80.46,71.264,82.558,80.46,66.667,79.31,77.011,68.966,67.816,65.517,54.023,83.908,83.908,67.816,62.069,58.621,52.874,54.023,77.011,82.558,66.279,64.368,70.115,68.966,77.011,68.235,57.471,63.953,33.333,32.184,21.839,71.264,59.77,54.023,66.279,50.575,37.931,65.517,40.23,49.425,70.115,67.816,55.172,54.023,52.874,41.379,28.736,78.161,58.621,65.517,59.77,63.218,63.218,67.816,10.345,17.241,33.333,39.08,82.759,59.77,54.023,27.586,16.667,20.833,20.833,62.5,20.833,0,25,29.167,0,20.833,8.333,0,29.167,4.167,29.167,12.5,12.5,8.333,16.667,8.333,25.287,45.455,18.182,40.909,50,13.636,54.545,31.818,22.727,36.364,54.545,27.273,22.727,18.182,13.636,13.636,9.091,9.091,63.636,18.182,45.455,22.727,0,4.545,4.545,0,0,0,0,9.091,45.455,4.545,40.909,68.182,60,39.08,51.724,50.575,35.632,55.172,64.368,17.241,63.218
J03_all,Black: African,140,69.926,77.5,82.857,75.476,86.429,63.75,78.036,79.595,35.492,61.873,26.574,75.296,94.286,81.295,83.333,61.594,66.429,77.143,88.571,80,79.71,79.856,75.714,77.857,86.232,72.464,76.087,72.857,53.237,89.928,90.714,78.417,63.309,62.143,64.748,64.286,76.812,85.612,76.812,71.942,81.022,82.857,88.489,77.698,69.565,77.698,32.609,42.029,31.655,75.714,72.464,65.942,66.906,55,52.174,74.82,46.043,47.101,76.259,74.638,59.712,70,67.857,57.857,34.532,86.429,67.143,73.381,63.309,70.714,56.429,66.912,7.194,14.388,24.46,53.957,66.906,51.449,55.474,13.571,15.789,0,5.263,47.368,15.789,0,42.105,10.526,0,0,10.526,0,5.263,0,10.526,21.053,5.263,0,5.263,10.526,9.286,0,7.692,23.077,46.154,0,30.769,30.769,23.077,53.846,30.769,7.692,0,0,7.692,7.692,7.692,0,38.462,7.692,61.538,38.462,0,0,0,0,0,7.692,0,0,30.769,15.385,30.769,69.231,[c],56.835,61.871,51.799,37.41,75.714,81.429,7.143,68.841
