"Demographic variable [1, 5, 6]",Response,Count,ees [2],mw_p [3],op_p [3],lm_p [3],mt_p [3],ld_p [3],if_p [3],rw_p [3],pb_p [3],lc_p [3],HSE_index,PERMA_index,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59,B60,C01_1,C01_2,C01_3,C01_4,D01,D02,D03,E01 [4],E02_01,E02_02,E02_03,E02_04,E02_05,E02_06,E02_07,E02_08,E02_09,E02_10,E02_11,E02_12,E02_13,E02_14,E02_15,E02_16,E02_17,E02_18,E02_19,E02_20,E03 [4],E03A_01,E03A_02,E03A_03,E03A_04,E03A_05,E03A_06,E03A_07,E03A_08,E03A_09,E03A_10,E03A_11,E03A_12,E03A_13,E03A_14,E03A_15,E03A_16,E03A_17,E04_01,E04_02,E04_03,E04_04,E04_05,E04_06,E04_07,E04_08,E04_09,E04_10,E04_11,E04_12,E05,E06_A,E06_B,E06_C,E06_D,W01,W02,W03,W04,J04B,W05,W07,W08
Z02,AO/AA,55824,61.434,66.232,80.494,68.9,78.026,51.138,75.778,75.492,29.103,47.611,29.882,70.922,84.687,74.929,71.83,43.566,56.088,78.905,82.085,71.001,81.349,75.356,66.122,74.459,78.852,66.928,65.11,66.393,43.357,85.884,80.559,67.647,65.409,47.07,52.107,39.966,78.013,85.723,63.191,76.135,68.221,78.885,85.194,71.876,71.701,77.071,26.027,35.917,25.371,61.152,56.702,50.628,48.804,41.552,34.822,60.723,31.765,42.347,59.219,55.691,48.512,53.063,49.845,40.915,29.105,89.807,58.79,67.685,64.21,77.526,53.523,64.684,7.051,10.07,22.636,60.243,84.724,64.438,69.454,10.048,13.838,15.825,18.403,10.455,8.754,0.107,20.892,3.312,1.45,17.419,10.079,1.289,3.437,1.969,0.519,3.509,18.815,23.487,20.301,7.787,8.382,12.497,5.046,28.645,33.82,1.31,38.222,41.787,17.672,42.173,33.648,17.93,5.046,6.764,10.092,16.083,17.608,3.35,45.876,6.332,33.017,25.824,0.582,0.862,1.077,1.034,2.477,1.723,2.865,10.834,42.943,16.156,42.943,57.741,35.51,57.028,64.171,55.458,43.743,66.476,67.126,6.983,72.158
Z02,EO,61764,64.169,75.464,84.694,72.574,83.057,58.543,80.018,76.916,36.774,52.257,27.87,73.681,90.057,83.324,79.526,54.591,69.781,83.293,86.096,74.712,85.984,81.751,70.685,77.626,82.002,71.308,67.812,70.781,43.007,87.984,84.916,76.282,70.88,54.648,59.155,49.459,81.873,87.797,70.821,79.551,72.328,79.618,86.83,75.187,69.895,77.614,34.71,43.692,31.92,66.334,62.07,56.055,53.76,43.258,38.057,66.32,36.246,48.135,63.681,62.188,55.273,56.868,53.961,47.727,37.882,89.757,68.029,70.283,68.422,80.948,61.559,69.367,5.614,9.157,23.417,61.811,91.677,70.253,73.484,10.531,14.658,15.66,15.136,11.837,10.62,0.108,20.299,3.098,1.464,14.612,9.279,1.218,3.483,2.867,0.694,3.514,21.625,21.748,20.592,8.261,8.701,10.599,4.087,27.878,35.977,0.821,38.739,43.31,21.851,40.754,36.126,22.448,2.836,5.878,9.759,12.894,16.962,3.023,43.968,7.194,33.814,25.909,4.29,0.993,0.787,0.768,2.211,1.442,2.698,9.217,42.464,15.298,40.862,60.73,34.393,60.416,67.796,58.431,45.86,68.707,69.139,5.72,76.456
Z02,SEO/HEO,81858,66.494,83.316,85.627,76.204,86.729,61.569,84.58,76.133,41.032,58.186,25.292,75.124,92.976,88.062,82.926,67.644,84.949,84.077,87.173,78.07,90.688,88.807,71.973,83.548,85.871,74.273,70.418,75.565,42.746,89.659,87.592,82.946,69.819,55.747,63.488,57.199,87.451,90.634,77.413,82.809,73.502,79.126,88.673,74.951,65.991,74.547,41.442,47.976,33.7,75.855,70.348,60.139,62.548,42.14,40.168,72.237,43.948,56.259,69.299,67.529,58.781,58.62,55.688,56.523,41.913,92.349,77.646,75.507,74.344,83.83,63.642,76.867,4.511,9.766,29.499,56.224,93.991,69.262,76.903,7.958,18.355,10.625,10.902,13.89,17.339,0.077,27.856,3.542,1.14,9.655,9.871,1.94,2.633,2.864,0.678,6.452,14.105,15.63,20.157,6.96,7.29,8.381,3.577,23.111,41.518,0.453,37.941,47.363,28.048,35.035,34.666,29.375,1.915,2.872,7.172,8.717,14.192,2.486,37.048,12.023,31.78,26.275,8.055,2.195,1.013,2.516,1.182,0.642,2.432,7.785,42.164,17.319,44.347,58.364,31.425,62.279,69.718,59.592,46.273,72.103,72.542,4.668,80.323
Z02,G6/7,42613,67.257,87.304,86.424,76.335,89.289,61.146,85.472,73.431,46.848,60.442,24.448,76.828,95.671,91.312,85.839,74.895,88.789,84.817,88.026,78.972,90.27,90.381,73.277,84.746,85.408,71.429,68.118,75.189,45.493,91.433,89.988,86.444,67.611,54.832,63.758,58.357,88.301,91.864,79.494,82.228,75.168,79.054,92.59,75.596,55.157,63.018,49.388,51.882,39.295,79.042,72.579,57.494,65.442,40.105,41.011,75.247,51.447,61.625,71.065,68.96,60.735,59.154,56.789,64.217,48.688,92.685,79.985,75.538,77.896,84.056,70.382,80.167,4.363,12.229,36.575,46.833,96.706,74.324,79.225,6.765,19.471,11.787,8.623,15.403,21.836,0.07,22.705,2.643,1.46,6.467,9.388,3.199,2.191,3.651,0.382,8.206,11.892,14.395,17.211,6.85,6.768,6.254,2.189,20.014,43.468,0.139,35.441,43.989,30.924,30.716,36.379,30.16,0.973,1.598,4.656,5.177,13.03,2.467,32.567,16.44,26.228,28.77,8.917,4.493,2.16,2.995,1.219,0.488,2.647,6.583,42.678,16.814,43.322,62.931,25.696,61.559,71.413,59.212,44.334,73.018,74.034,3.611,82.696
Z02,SCS,5576,77.978,94.993,94.279,86.402,96.508,75.828,92.224,79.585,48.594,77.678,16.673,83.332,98.655,96.586,94.705,90.613,94.439,93.113,95.445,89.064,90.999,94.471,87.547,92.276,91.151,80.133,80.78,83.183,74.389,97.075,96.515,95.944,81.82,71.508,75.049,74.928,94.169,95.973,89.692,89.06,89.216,90.989,97.303,84.456,56.357,59.199,51.382,54.751,39.677,90.203,86.912,72.984,83.268,59.58,62.071,87.356,76.629,80.158,85.463,81.519,76.042,77.734,76.956,85.432,76.203,96.09,89.521,86.682,92.398,92.102,84.291,92.724,3.327,13.055,39.633,43.985,98.012,89.4,89.358,3.499,14.359,12.821,9.231,12.821,21.538,0,13.846,0.513,1.538,6.154,12.308,2.564,3.077,4.615,0.513,9.231,7.692,14.359,18.974,8.205,3.946,6.364,1.364,23.182,47.273,0,39.545,36.364,27.727,29.545,29.545,19.091,0.909,2.727,2.727,3.636,13.636,2.727,17.727,19.545,25.455,35.455,8.636,5.909,1.818,1.818,0.455,1.364,4.545,8.636,38.636,16.59,42.466,56.364,21.429,69.903,82.225,69.278,52.181,81.934,79.568,2.141,91.213
H01,East Midlands (England),11821,65.75,78.024,85.343,73.565,84.268,58.79,81.221,76.405,37.586,55.147,26.833,74.631,91.038,84.586,81.21,59.715,73.552,83.92,86.756,75.775,86.498,83.465,71.373,79.245,82.463,71.913,68.266,72.258,44.32,88.629,85.655,78.563,69.59,55.032,59.399,51.114,83.422,88.357,72.334,80.716,72.25,80.795,88.405,74.55,67.651,74.801,36.268,43.87,32.585,70.13,66.014,57.792,58.049,43.628,39.539,68.135,40.575,52.523,67.24,62.602,59.064,58.62,55.355,50.694,38.722,91.26,70.655,73.082,72.532,83.067,60.036,72.107,4.82,8.919,25.187,61.074,90.157,69.833,74.596,9.354,16.667,15.942,16.667,14.04,12.681,0,19.746,1.902,1.721,15.58,10.145,1.359,3.442,2.536,0.906,3.895,17.754,21.286,20.471,7.971,8.753,10.506,4.086,25.973,33.268,1.07,35.992,42.315,19.65,37.354,33.658,22.082,3.016,4.572,8.074,11.187,15.078,3.599,44.078,8.35,30.777,23.786,5.631,1.262,0.583,1.165,2.718,1.456,1.942,9.709,43.525,17.723,44.098,56.825,29.372,61.87,69.201,58.933,46.674,69.797,68.889,5.539,76.91
H01,East of England,10345,63.975,77.178,83.496,71.821,82.318,56.434,79.914,74.056,36.248,51.197,28.08,74.138,91.102,84.556,79.643,57.958,72.643,82.145,84.862,73.322,85.225,82.203,68.336,77.735,81.242,69.869,66.502,70.803,42.834,87.205,83.808,75.941,68.24,52.513,55.663,49.298,81.973,87.607,70.52,79.505,70.792,79.045,87.369,70.756,63.824,72.575,35.49,42.321,30.971,65.371,62.663,54.052,53.831,38.835,34.547,65.345,37.223,48.82,64.922,58.232,57.006,54.797,51.258,47.276,35.356,90.542,69.825,70.715,72.214,80.853,57.94,69.926,5.521,9.072,25.517,59.891,90.411,70.308,72.663,10.309,16.729,13.722,13.534,11.278,13.158,0.282,18.327,2.82,1.41,12.97,10.714,0.94,3.383,3.383,0.376,5.075,19.549,19.079,20.865,8.929,9.19,9.66,3.609,30.573,39.597,0.955,37.261,41.72,22.399,40.34,35.775,25.159,2.866,4.459,9.342,11.783,16.136,3.079,43.436,8.218,33.298,26.681,4.803,1.281,1.814,0.747,3.095,1.708,2.561,8.004,43.557,16.865,37.088,60.148,33.333,61.978,69.062,59.161,47.366,70.736,70.431,5.319,77.269
H01,London,51806,65.884,80.302,83.557,74.275,84.976,58.198,81.785,74.124,35.996,57.344,26.192,74.566,92.048,84.263,80.975,64.352,79.86,81.557,85.552,77.258,87.523,86.275,69.388,81.932,84.321,71.112,69.234,72.818,42.818,88.453,86.082,80.409,66.718,53.049,60.225,52.757,84.815,89.223,75.742,77.369,74.022,77.403,89.384,75.937,60.831,67.133,37.269,39.974,30.767,76.362,69.032,55.877,62.462,43.291,39.804,71.355,44.88,53.004,68.999,65.817,55.043,58.052,55.261,57.477,41.808,91.188,73.19,70.697,69.809,78.783,65.193,76.043,5.983,15.339,38.736,39.942,93.055,64.862,73.265,8.408,19.267,10.924,12.215,26.596,18.484,0.069,28.301,4.863,1.268,9.242,8.573,2.259,4.148,2.881,0.507,8.366,11.039,15.441,18.46,8.596,7.821,9.082,3.86,22.668,40.955,0.569,36.897,48.305,29.027,38.654,36.154,29.943,3.069,4.157,7.696,9.28,15.466,3.143,36.581,12.525,33.375,27.634,5.368,3.355,1.218,1.914,0.944,1.019,2.957,8.698,41.882,15.499,41.93,60.358,32.957,59.505,68.632,58.098,42.572,72.871,72.905,4.762,78.33
H01,North East England,16189,63.426,74.917,85.315,74.038,85.179,60.025,81.33,76.663,38.301,55.466,27.007,73.621,88.226,83.853,78.324,55.446,68.677,84.13,86.489,75.91,86.758,82.348,73.246,79.555,82.738,72.991,68.777,71.83,46.157,90.437,87.095,77.999,71.256,54.394,63.997,50.451,83.165,89.497,70.234,82.366,71.599,79.336,85.453,75.057,70.585,77.975,36.232,46.094,32.571,69.915,65.064,59.128,56.834,45.623,41.133,69.076,39.85,52.659,60.89,61.196,54.863,56.658,54.507,51.221,40.668,90.525,69.756,75.424,72.341,83.953,69.158,72.837,6.342,7.921,21.46,64.276,93.583,75.906,77.311,8.866,12.151,16.83,16.271,5.726,9.288,0.209,16.271,1.885,0.768,17.737,8.45,1.257,2.654,2.095,1.117,3.003,19.553,24.651,20.391,8.45,7.254,7.411,2.981,25.213,32.879,0.511,40.375,43.526,20.698,39.353,36.968,20.273,4.003,5.877,7.836,12.181,16.78,3.152,41.01,5.908,34.161,27.312,4.538,0.771,0.599,0.514,1.284,1.284,2.055,10.616,41.866,16.696,48.332,58.39,29.508,59.582,67.566,57.312,45.207,66.427,67.148,5.398,78.466
H01,North West England,28914,64.286,76.295,85.832,74.153,84.831,58.6,81.433,76.438,37.304,54.897,26.748,74.146,89.69,84.718,79.582,57.021,70.433,84.469,87.185,76.628,87.118,83.118,73.147,80.271,82.899,72.374,68.748,71.688,45.494,89.873,86.517,78.105,69.847,53.438,61.03,50.095,83.508,89.607,71.433,81.176,72.082,80.392,87.289,74.185,68.385,76.287,35.827,43.893,32.185,70.15,65.326,58.23,56.858,44.192,39.552,68.602,39.715,51.445,62.668,62.168,55.078,57.069,54.844,51.156,39.931,91.178,69.336,73.235,71.304,82.767,64.281,72.71,5.315,9.016,23.625,62.045,92.169,72.195,75.849,9.221,15.188,16.203,18.045,8.722,10.789,0.075,19.549,1.917,0.789,14.286,9.098,1.504,3.233,1.767,0.564,3.797,20.451,20.301,19.474,7.556,7.363,10.122,3.343,23.87,35.923,0.377,37.759,44.068,21.704,38.465,32.815,22.081,3.625,6.026,10.546,12.712,16.431,3.625,40.652,7.46,32.672,27.951,5.524,1.039,1.039,0.85,1.558,0.897,2.55,9.112,42.016,15.01,45.154,61.161,36.099,59.539,68.026,57.333,44.433,67.989,68.692,5.34,77.848
H01,South East England,22667,65.149,78.425,83.625,72.009,82.896,57.532,80.945,74.654,37.319,52.32,27.3,74.366,91.643,84.225,80.674,60.278,75.289,82.19,85.073,73.574,86.706,83.005,68.413,79.069,81.939,68.398,65.557,70.358,43.09,87.45,84.322,76.933,68.462,52.59,57.75,51.303,83.444,88.266,72.062,80.001,71.519,79.591,88.123,71.35,64.557,72.783,36.878,43.77,31.302,67.573,64.07,55.456,55.608,37.937,34.852,65.794,38.569,50.998,67.25,61.5,58.193,56.27,52.431,48.514,35.338,91.031,71.056,71.668,73.391,81.754,56.956,71.644,4.581,9.034,27.101,59.284,90.225,68.356,73.451,9.221,16.587,12.943,13.039,10.355,15.484,0.048,22.435,3.212,1.822,11.17,9.348,1.582,2.061,3.308,0.815,4.602,15.388,18.792,22.867,7.478,8.249,10.263,4.89,26.384,37.507,0.699,39.065,43.149,24.449,38.42,36.432,23.643,1.612,3.493,7.899,10.801,15.798,2.579,41.433,10.668,30.657,26.078,4.418,1.778,1.239,2.101,2.532,1.131,2.532,8.89,42.811,17.933,40.681,58.589,32.03,61.69,68.991,59.728,48.274,71.388,71.891,5.052,77.064
H01,South West England,29704,65.805,81.249,84.174,73.826,84.51,61.01,83.443,74.965,41.902,54.684,26.431,74.386,92.143,86.207,81.35,65.224,81.281,82.829,85.519,75.791,88.761,86.279,70.034,81.935,83.439,69.953,67.301,72.797,41.848,88.123,85.82,79.592,69.55,54.97,62.616,56.892,86.366,89.902,74.897,82.577,70.919,80.095,88.46,71.574,64.652,74.086,41.636,50.388,33.716,70.179,66.887,57.172,58.462,36.885,36.647,69.393,40.192,56.37,69.025,66.249,57.001,57.186,53.943,53.409,38.603,92.475,75.071,76.318,76.165,84.44,56.211,74.696,4.038,8.693,27.952,59.317,90.778,66.2,76.626,7.923,19.447,12.553,13.915,6.638,16,0.128,24,2.553,1.66,12.17,12.298,2.043,1.447,3.489,0.596,4.894,16.34,17.83,19.745,5.66,7.348,10.331,5.418,26.584,41.46,0.781,37.879,41.827,24.564,34.343,35.216,25.666,1.882,2.755,8.586,10.882,15.197,2.388,42.501,11.306,28.473,22.612,5.399,2.307,1.569,2.723,2.077,0.969,2.723,8.076,43.14,18.411,44.511,56.105,30.514,62.067,68.862,59.62,48.362,71.953,72.707,4.905,78.228
H01,West Midlands (England),15936,64.942,76.602,84.933,72.468,83.7,57.268,80.214,75.383,37.322,53.728,27.569,73.911,89.832,83.307,79.771,57.929,72.163,83.349,86.518,75.016,84.619,81.757,70.587,78.097,81.397,70.796,67.491,70.151,44.625,88.155,85.033,77.907,68.234,53.417,57.703,49.727,82.132,88.057,71.02,79.667,71.367,79.385,87.325,74.318,66.749,73.104,36.415,43.208,32.373,68.6,64.068,57.2,56.492,43.062,39.4,66.537,38.991,49.214,66.769,61.645,57.85,57.983,54.784,49.692,38.496,90.681,68.927,70.934,70.486,81.902,61.304,70.719,5.771,9.837,25.181,59.211,88.567,67.781,72.389,9.91,15.365,14.921,14.476,19.556,11.048,0.063,20.444,3.683,1.27,14.857,9.206,1.397,4.635,2.603,0.825,4.698,16.381,18.73,19.619,7.492,8.381,12.472,3.681,30.053,39.594,1.427,41.548,44.102,20.887,38.317,38.467,24.718,4.057,5.71,8.79,13.524,15.327,3.08,44.015,9.621,32.803,25.076,5.758,1.212,0.909,2.576,1.667,0.833,3.106,8.636,44.226,15.692,42.716,57.695,38.87,61.316,68.635,59.061,46.334,68.95,68.61,5.72,75.33
H01,Yorkshire and The Humber (England),16887,64.73,77.89,85.353,73.544,84.548,58.17,81.976,76.084,40.477,55.085,26.598,74.121,90.604,85.014,80.019,59.252,74.53,83.864,86.841,75.767,87.066,83.697,70.996,80.26,82.994,71.1,67.866,71.871,43.684,88.901,86.024,78.729,69.383,53.679,59.841,49.68,84.408,89.423,73.009,81.069,72.103,79.681,88.262,74.674,66.936,74.797,40.039,46.323,35.067,70.747,66.19,57.907,58.287,43.336,38.36,68.403,40.699,51.787,63.795,62.223,56.227,57.293,54.626,51.061,39.376,91.028,70.012,72.288,71.809,82.268,64.142,72.71,5.394,9.195,26.136,59.275,91.863,71.437,75.259,8.805,15.213,13.117,15.483,11.089,10.751,0,19.27,2.705,0.811,12.847,7.776,1.352,3.313,2.907,0.135,3.719,18.188,19.27,17.782,8.857,7.428,11.289,3.683,25.701,36.189,0.881,39.392,41.873,22.258,34.908,32.266,22.098,2.082,4.484,8.567,11.449,15.372,2.242,40.547,8.689,29.525,24.859,5.149,1.287,1.368,1.529,2.414,0.805,2.977,9.976,43.384,17.37,43.366,55.949,30.258,60.031,67.895,57.232,44.706,67.478,69.067,5.851,79.287
H01,Scotland,26845,63.578,76.964,84.453,73.275,83.502,57.203,80.981,76.375,39.114,52.608,27.192,74.059,90.937,84.068,79.127,57.33,73.353,83.364,85.532,75.183,87.058,82.886,70.179,79.343,83.144,71.437,67.602,73.176,42.726,89.047,85.317,76.162,68.012,51.89,59.536,49.4,84.118,88.533,70.707,80.526,71.992,78.935,88.407,75.174,68.447,75.306,38.317,45.918,33.123,66.5,62.871,54.316,54.899,40.863,38.024,66.802,39.198,50.009,63.381,61.676,54.252,55.162,52.027,48.977,35.445,90.747,69.599,69.759,69.569,80.99,57.375,69.69,5.813,8.822,23.531,61.835,93.222,73.06,75.584,8.376,14.955,13.75,12.991,3.884,10.759,0.089,21.473,2.321,1.027,13.527,10.67,1.741,2.857,2.679,0.446,3.393,22.857,23.259,21.027,7.946,7.448,8.763,2.704,24.337,39.459,0.801,38.307,43.115,23.836,36.905,35.403,21.082,2.704,4.507,8.513,11.417,15.824,2.754,41.265,9.94,30.924,27.761,4.869,1.155,1.456,2.259,2.309,1.456,2.962,8.434,41.796,14.722,43.665,64.297,32.044,60.805,68.871,58.3,46.755,69.543,70.398,5.206,77.885
H01,Wales,20506,67.064,77.681,86.081,75.601,85.439,59.958,82.984,78.923,43.59,57.461,25.571,74.379,90.574,84.462,80.307,59.577,73.439,84.497,87.667,77.022,88.739,84.778,74.215,81.555,84.598,73.834,70.239,73.636,47.338,90.113,87.047,79.16,71.933,53.928,61.102,52.837,85.16,90.132,73.096,83.518,75.788,81.585,89.913,79.372,70.261,76.577,41.212,52.094,37.495,71.329,67.045,60.441,59.985,46.517,43.529,70.733,43.589,53.928,68.911,69.969,58.909,60.459,58.011,52.937,41.429,92.003,72.046,74.692,70.971,84.131,63.876,74.257,4.328,7.584,22.156,65.932,91.909,71.871,77.888,7.464,13.049,14.623,14.361,5.049,12.459,0,19.213,2.689,1.18,15.344,8,2.492,1.77,1.967,0.328,3.672,18.754,21.705,20.262,6.754,6.161,9.373,3.177,26.608,34.234,0.477,38.284,42.097,22.24,40.747,35.902,21.366,2.939,4.845,7.625,12.311,16.759,3.018,41.481,8.201,31.768,25.637,5.414,0.557,0.876,1.115,1.911,1.194,2.787,9.315,40.62,15.291,41.58,62.818,36.275,60.263,67.435,57.953,44.908,68.681,71.142,5.533,79.701
H01,Northern Ireland,1835,62.521,76.262,85.831,74.24,84.124,58.106,79.891,74.806,30.563,50.025,27.72,74.531,90.294,86.081,78.654,55.295,70.954,84.523,87.139,75.531,87.009,82.127,72.831,80.098,84.079,73.322,67.888,73.621,45.911,89.204,85.333,77.808,69.591,56.131,57.751,48.855,82.943,87.445,69.18,79.935,70.627,79.989,84.372,73.908,67.086,72.792,29.809,35.59,26.322,69.248,61.324,53.279,52.43,40.316,32.606,62.589,32.842,45.638,56.816,59.039,54.233,54.456,52.153,45.995,35.204,90.627,66.412,72.122,71.374,82.497,62.67,70.992,5.898,7.701,21.628,64.773,90.762,70.197,72.348,7.629,10.714,13.571,11.429,2.143,8.571,0,27.857,3.571,2.143,12.143,15.714,0.714,7.143,4.286,2.143,4.286,15.714,22.857,17.143,7.857,6.656,6.557,4.098,26.23,37.705,1.639,31.967,39.344,18.852,32.787,25.41,23.77,0.82,2.459,9.016,8.197,13.934,4.098,43.443,6.557,26.23,27.869,11.475,0,0,0.82,0,2.459,3.279,7.377,47.541,17.355,46.721,63.934,27.586,65.444,70.998,63.557,47.971,73.348,71.218,4.265,73.894
H01,Outside of the United Kingdom,10558,69.966,82.021,82.111,74.34,83.239,58.483,80.084,77.68,34.856,57.754,26.363,75.928,93.932,85.98,84.337,66.85,78.838,79.134,85.083,75.956,81.651,84.372,70.104,76.63,82.905,72.529,73.366,71.476,54.394,85.512,84.384,79.842,66.565,59.924,48.764,58.671,80.593,86.369,75.856,77.444,76.093,83.665,92.729,76.564,66.625,70.325,34.981,40.887,28.624,75.781,69.253,58.602,62.917,48.485,41.014,68.542,44.58,50.266,77.818,69.237,63.667,64.065,61.127,58.507,47.639,90.438,71.614,73.033,69.613,78.087,50.712,70.745,4.702,9.89,28.078,57.33,78.076,61.512,69.98,11.559,12.717,10.9,2.89,15.194,15.359,0.33,37.572,7.349,4.459,5.037,16.68,1.817,2.56,1.899,0.826,9.083,15.607,15.524,22.378,7.514,9.916,10.951,4.035,29.779,45.245,0.576,33.718,45.149,24.976,36.599,30.836,29.875,2.017,3.746,6.724,7.589,14.121,2.113,35.117,11.187,34.241,27.432,5.058,5.642,1.654,1.654,2.043,1.556,2.237,9.825,41.932,16.602,32.398,51.492,27.189,63.796,71.917,63.044,43.169,81.368,82.593,4.253,74.76
H02,Less than 1 year,61553,70.356,82.011,86.222,77.61,87.35,66.804,87.372,76.962,48.262,63.007,23.512,76.398,93.429,86.421,83.471,66.688,80.021,84.533,87.907,82.03,89.161,87.624,75.315,86.691,86.423,74.028,74.335,76.249,44.149,90.826,88.389,82.85,72.573,61.223,72.103,61.271,90.617,92.807,81.202,84.861,75.659,78.722,86.28,77.488,69.059,74.514,49.205,53.781,41.807,79.109,74.784,64.133,69.851,49.745,46.07,75.505,48.193,59.554,76.535,75.354,57.535,67.346,64.786,61.478,34.84,93.288,77.514,78.862,75.644,85.422,60.532,82.387,2.952,8.452,31.875,56.721,89.245,62.852,79.581,6.659,18.191,10.934,12.577,15.053,17.602,0.123,24.785,3.653,1.422,12.111,7.183,2.844,2.917,2.746,0.588,5.982,13.41,16.254,19.024,6.472,6.251,9.635,4.688,23.411,39.531,0.599,39.583,48.099,28.438,36.068,36.172,26.198,2.786,3.958,8.125,11.042,14.297,2.057,36.518,14.634,32.827,22.199,5.759,4.058,1.335,2.435,1.361,0.524,2.539,6.937,45.637,18.228,56.855,49.974,32.856,64.241,71.637,61.052,45.162,73.154,73.729,5.109,79.888
H02,1 year but less than 3 years,81906,66.12,78.701,84.967,75.047,84.806,61.08,82.487,75.666,39.903,57.148,26.281,74.09,90.981,83.571,79.558,62.007,77.368,83.475,86.461,77.015,88.002,85.926,71.164,81.595,84.415,72.269,70.592,74.289,45.173,88.75,86.052,79.621,68.634,56.724,62.75,56.217,85.459,89.446,73.723,81.298,72.699,79.994,88.724,75.535,64.869,72.17,39.377,46.734,33.624,73.809,68.491,58.236,61.036,43.085,41.679,70.79,42.8,54.434,69.316,67.383,56.001,58.862,56.122,53.656,42.159,91.712,73.544,75.166,73.203,82.85,62.262,74.459,5.068,11.39,29.679,53.863,90.852,66.493,75.481,8.145,17.153,12.462,11.29,15.033,16.642,0.075,25.271,3.413,1.714,11.049,8.163,1.639,3.608,3.172,0.571,6.404,15.319,16.386,19.979,7.592,7.777,11.232,5.135,26.055,39.808,0.709,40.249,44.203,23.11,35.602,33.963,26.213,2.205,3.655,7.924,9.562,14.461,2.268,43.493,10.171,29.58,25.142,5.764,1.674,1.2,1.816,1.563,0.916,2.827,8.591,44.772,19.147,44.919,58.053,28.264,60.263,67.848,57.858,45.152,70.12,71.761,5.319,79.193
H02,3 years but less than 5 years,40381,63.873,77.737,84.27,72.683,83.757,56.606,79.629,75.438,35.267,53.004,27.729,73.722,90.542,84.276,79.639,59.329,74.831,82.856,85.679,74.042,86.841,83.347,69.689,78.183,81.83,70.368,66.696,70.816,44.922,88.26,85.234,77.782,68.159,51.571,56.211,50.47,81.517,87.632,70.366,78.986,72.309,79.736,89.821,74.54,64.081,72.129,34.172,42.045,29.578,68.76,63.159,54.978,54.989,40.464,37.785,67.233,39.145,50.458,63.86,61.393,56.727,54.634,51.747,50.067,42.861,90.394,69.95,71.232,70.219,80.882,64.915,70.027,5.878,10.881,26.638,56.602,92.602,72.641,73.241,10.102,15.398,14.563,14.023,12.696,12.672,0.098,22.814,3.536,1.449,14.145,9.578,2.308,3.021,2.8,0.81,5.28,18.247,19.082,19.745,8.03,8.455,10.247,3.435,27.628,38.726,0.91,37.962,44.51,25.132,38.344,36.436,26.101,3.112,5.079,9.454,12.096,16.119,3.083,40.989,9.423,32.686,28.151,5.448,1.502,1.031,1.531,2.15,1.472,2.267,9.482,42.159,15.816,37.393,62.46,34.916,59.119,67.301,57.358,45.704,69.307,70.109,5.169,77.602
H02,5 years but less than 10 years,32235,62.099,77.218,83.634,71.233,82.812,52.451,78.331,75.377,31.824,49.863,28.291,73.413,90.279,84.485,79.527,57.804,73.958,82.07,85.191,72.405,85.924,82.013,67.913,76.322,81.137,69.889,63.935,68.943,43.781,87.425,84.648,76.388,66.724,47.666,50.869,44.541,80.1,86.966,68.842,77.387,71.613,80.16,89.955,72.474,64.938,73.135,30.705,38.169,26.595,65.619,60.22,52.524,51.026,37.424,33.029,64.372,37.111,47.453,60.173,55.867,56.057,51.359,48.36,48.021,40.716,90.06,68.182,67.915,68.917,79.131,61.667,67.432,6.62,10.126,25.434,57.819,92.998,74.494,72.212,10.323,14.251,15.366,14.191,9.882,10.907,0.09,22.657,2.923,1.235,12.745,12.775,1.567,3.073,2.531,0.663,4.248,19.976,21.874,21.302,7.864,8.347,9.172,2.796,26.622,39.038,0.746,36.055,43.885,23.751,39.523,35.831,24.534,3.393,4.959,8.911,12.416,16.741,3.393,39.835,7.638,33.471,28.491,4.755,1.423,1.273,1.423,2.733,1.46,2.321,9.435,38.953,13.863,34.818,63.265,32.917,59.44,67.595,58.295,46.38,70.203,70.007,5.01,76.369
